QOO,SKU,Description,QOH,Mfg Part #,Loc,Retail,Repl Cost,YTD Units,LYR Units
,HH50555,$165 REWARDL,,,CRED,165,0.001,,
,HH50556,$170 REWARDA,,,CRED,170,0.001,,
,HH50557,$170 REWARDB,,,CRED,170,0.001,,
,HH50558,$170 REWARDC,,,CRED,170,0.001,,
,HH50559,$170 REWARDD,,,CRED,170,0.001,,
,HH50560,$170 REWARDE,,,CRED,170,0.001,,
,HH50561,$170 REWARDF,,,CRED,170,0.001,,
,HH50562,$170 REWARDG,,,CRED,170,0.001,,
,HH50563,$170 REWARDH,,,CRED,170,0.001,,
,HH50564,$170 REWARDI,,,CRED,170,0.001,,
,HH50565,$170 REWARDJ,,,CRED,170,0.001,,
,HH50566,$170 REWARDK,,,CRED,170,0.001,,
,HH50567,$170 REWARDL,,,CRED,170,0.001,,
,HH50568,$175 REWARDA,,,CRED,175,0.001,,
,HH50569,$175 REWARDB,,,CRED,175,0.001,,
,HH50570,$175 REWARDC,,,CRED,175,0.001,,
,HH50571,$175 REWARDD,,,CRED,175,0.001,,
,HH50572,$175 REWARDE,,,CRED,175,0.001,,
,HH50573,$175 REWARDF,,,CRED,175,0.001,,
,HH50574,$175 REWARDG,,,CRED,175,0.001,,
,HH50575,$175 REWARDH,,,CRED,175,0.001,,
,HH50576,$175 REWARDI,,,CRED,175,0.001,,
,HH50577,$175 REWARDJ,,,CRED,175,0.001,,
,HH50578,$175 REWARDK,,,CRED,175,0.001,,
,HH50579,$175 REWARDL,,,CRED,175,0.001,,
,HH50580,$180 REWARDA,,,CRED,180,0.001,,
,HH50581,$180 REWARDB,,,CRED,180,0.001,,
,HH50582,$180 REWARDC,,,CRED,180,0.001,,
,HH50583,$180 REWARDD,,,CRED,180,0.001,,
,HH50584,$180 REWARDE,,,CRED,180,0.001,,
,HH50585,$180 REWARDF,,,CRED,180,0.001,,
,HH50586,$180 REWARDG,,,CRED,180,0.001,,
,HH50587,$180 REWARDH,,,CRED,180,0.001,,
,HH50588,$180 REWARDI,,,CRED,180,0.001,,
,HH50589,$180 REWARDJ,,,CRED,180,0.001,,
,HH50590,$180 REWARDK,,,CRED,180,0.001,,
,HH50591,$180 REWARDL,,,CRED,180,0.001,,
,HH50592,$185 REWARDA,,,CRED,185,0.001,,
,HH50593,$185 REWARDB,,,CRED,185,0.001,,
,HH50594,$185 REWARDC,,,CRED,185,0.001,,
,HH50595,$185 REWARDD,,,CRED,185,0.001,,
,HH50596,$185 REWARDE,,,CRED,185,0.001,,
,HH50597,$185 REWARDF,,,CRED,185,0.001,,
,HH50598,$185 REWARDG,,,CRED,185,0.001,,
,HH50599,$185 REWARDH,,,CRED,185,0.001,,
,HH50600,$185 REWARDI,,,CRED,185,0.001,,
,HH50601,$185 REWARDJ,,,CRED,185,0.001,,
,HH50602,$185 REWARDK,,,CRED,185,0.001,,
,HH50603,$185 REWARDL,,,CRED,185,0.001,,
,HH50604,$190 REWARDA,,,CRED,190,0.001,,
,HH50605,$190 REWARDB,,,CRED,190,0.001,,
,HH50606,$190 REWARDC,,,CRED,190,0.001,,
,HH50607,$190 REWARDD,,,CRED,190,0.001,,
,HH50608,$190 REWARDE,,,CRED,190,0.001,,
,HH50609,$190 REWARDF,,,CRED,190,0.001,,
,HH50610,$190 REWARDG,,,CRED,190,0.001,,
,HH50611,$190 REWARDH,,,CRED,190,0.001,,
,HH50612,$190 REWARDI,,,CRED,190,0.001,,
,HH50613,$190 REWARDJ,,,CRED,190,0.001,,
,HH50614,$190 REWARDK,,,CRED,190,0.001,,
,HH50615,$190 REWARDL,,,CRED,190,0.001,,
,HH50616,$195 REWARDA,,,CRED,195,0.001,,
,HH50617,$195 REWARDB,,,CRED,195,0.001,,
,HH50618,$195 REWARDC,,,CRED,195,0.001,,
,HH50619,$195 REWARDD,,,CRED,195,0.001,,
,HH50620,$195 REWARDE,,,CRED,195,0.001,,
,HH50621,$195 REWARDF,,,CRED,195,0.001,,
,HH50622,$195 REWARDG,,,CRED,195,0.001,,
,HH50623,$195 REWARDH,,,CRED,195,0.001,,
,HH50624,$195 REWARDI,,,CRED,195,0.001,,
,HH50625,$195 REWARDJ,,,CRED,195,0.001,,
,HH50626,$195 REWARDK,,,CRED,195,0.001,,
,HH50627,$195 REWARDL,,,CRED,195,0.001,,
,HH50628,$200 REWARDA,,,CRED,200,0.001,,
,HH50629,$200 REWARDB,,,CRED,200,0.001,,
,HH50630,$200 REWARDC,,,CRED,200,0.001,,
,HH50631,$200 REWARDD,,,CRED,200,0.001,,
,HH50632,$200 REWARDE,,,CRED,200,0.001,,
,HH50633,$200 REWARDF,,,CRED,200,0.001,,
,HH50634,$200 REWARDG,,,CRED,200,0.001,,
,HH50635,$200 REWARDH,,,CRED,200,0.001,,
,HH50636,$200 REWARDI,,,CRED,200,0.001,,
,HH50637,$200 REWARDJ,,,CRED,200,0.001,,
,HH50638,$200 REWARDK,,,CRED,200,0.001,,
,HH50639,$200 REWARDL,,,CRED,200,0.001,,
,HH50640,$205 REWARDA,,,CRED,205,0.001,,
,HH50641,$205 REWARDB,,,CRED,205,0.001,,
,HH50642,$205 REWARDC,,,CRED,205,0.001,,
,HH50643,$205 REWARDD,,,CRED,205,0.001,,
,HH50644,$205 REWARDE,,,CRED,205,0.001,,
,HH50645,$205 REWARDF,,,CRED,205,0.001,,
,HH50646,$205 REWARDG,,,CRED,205,0.001,,
,HH50647,$205 REWARDH,,,CRED,205,0.001,,
,HH50648,$205 REWARDI,,,CRED,205,0.001,,
,HH50649,$205 REWARDJ,,,CRED,205,0.001,,
,HH50650,$205 REWARDK,,,CRED,205,0.001,,
,HH50651,$205 REWARDL,,,CRED,205,0.001,,
,HH50652,$210 REWARDA,,,CRED,210,0.001,,
,HH50653,$210 REWARDB,,,CRED,210,0.001,,
,HH50654,$210 REWARDC,,,CRED,210,0.001,,
,HH50655,$210 REWARDD,,,CRED,210,0.001,,
,HH50656,$210 REWARDE,,,CRED,210,0.001,,
,HH50657,$210 REWARDF,,,CRED,210,0.001,,
,HH50658,$210 REWARDG,,,CRED,210,0.001,,
,HH50659,$210 REWARDH,,,CRED,210,0.001,,
,HH50660,$210 REWARDI,,,CRED,210,0.001,,
,HH50661,$210 REWARDJ,,,CRED,210,0.001,,
,HH50662,$210 REWARDK,,,CRED,210,0.001,,
,HH50663,$210 REWARDL,,,CRED,210,0.001,,
,HH50664,$215 REWARDA,,,CRED,215,0.001,,
,HH50665,$215 REWARDB,,,CRED,215,0.001,,
,HH50666,$215 REWARDC,,,CRED,215,0.001,,
,HH50667,$215 REWARDD,,,CRED,215,0.001,,
,HH50668,$215 REWARDE,,,CRED,215,0.001,,
,HH50669,$215 REWARDF,,,CRED,215,0.001,,
,HH50670,$215 REWARDG,,,CRED,215,0.001,,
,HH50671,$215 REWARDH,,,CRED,215,0.001,,
,HH50672,$215 REWARDI,,,CRED,215,0.001,,
,HH50673,$215 REWARDJ,,,CRED,215,0.001,,
,HH50674,$215 REWARDK,,,CRED,215,0.001,,
,HH50675,$215 REWARDL,,,CRED,215,0.001,,
,HH50676,$220 REWARDA,,,CRED,220,0.001,,
,HH50677,$220 REWARDB,,,CRED,220,0.001,,
,HH50678,$220 REWARDC,,,CRED,220,0.001,,
,HH50679,$220 REWARDD,,,CRED,220,0.001,,
,HH50680,$220 REWARDE,,,CRED,220,0.001,,
,HH50681,$220 REWARDF,,,CRED,220,0.001,,
,HH50682,$220 REWARDG,,,CRED,220,0.001,,
,HH50683,$220 REWARDH,,,CRED,220,0.001,,
,HH50684,$220 REWARDI,,,CRED,220,0.001,,
,HH50685,$220 REWARDJ,,,CRED,220,0.001,,
,HH50686,$220 REWARDK,,,CRED,220,0.001,,
,HH50687,$220 REWARDL,,,CRED,220,0.001,,
,HH50688,$225 REWARDA,,,CRED,225,0.001,,
,HH50689,$225 REWARDB,,,CRED,225,0.001,,
,HH50690,$225 REWARDC,,,CRED,225,0.001,,
,HH50691,$225 REWARDD,,,CRED,225,0.001,,
,HH50692,$225 REWARDE,,,CRED,225,0.001,,
,HH50693,$225 REWARDF,,,CRED,225,0.001,,
,HH50694,$225 REWARDG,,,CRED,225,0.001,,
,HH50695,$225 REWARDH,,,CRED,225,0.001,,
,HH50696,$225 REWARDI,,,CRED,225,0.001,,
,HH50697,$225 REWARDJ,,,CRED,225,0.001,,
,HH50698,$225 REWARDK,,,CRED,225,0.001,,
,HH50699,$225 REWARDL,,,CRED,225,0.001,,
,HH50700,$230 REWARDA,,,CRED,230,0.001,,
,HH50701,$230 REWARDB,,,CRED,230,0.001,,
,HH50702,$230 REWARDC,,,CRED,230,0.001,,
,HH50703,$230 REWARDD,,,CRED,230,0.001,,
,HH50704,$230 REWARDE,,,CRED,230,0.001,,
,HH50705,$230 REWARDF,,,CRED,230,0.001,,
,HH50706,$230 REWARDG,,,CRED,230,0.001,,
,HH50707,$230 REWARDH,,,CRED,230,0.001,,
,HH50708,$230 REWARDI,,,CRED,230,0.001,,
,HH50709,$230 REWARDJ,,,CRED,230,0.001,,
,HH50710,$230 REWARDK,,,CRED,230,0.001,,
,HH50711,$230 REWARDL,,,CRED,230,0.001,,
,HH50712,$235 REWARDA,,,CRED,235,0.001,,
,HH50713,$235 REWARDB,,,CRED,235,0.001,,
,HH50714,$235 REWARDC,,,CRED,235,0.001,,
,HH50715,$235 REWARDD,,,CRED,235,0.001,,
,HH50716,$235 REWARDE,,,CRED,235,0.001,,
,HH50717,$235 REWARDF,,,CRED,235,0.001,,
,HH50718,$235 REWARDG,,,CRED,235,0.001,,
,HH50719,$235 REWARDH,,,CRED,235,0.001,,
,HH50720,$235 REWARDI,,,CRED,235,0.001,,
,HH50721,$235 REWARDJ,,,CRED,235,0.001,,
,HH50722,$235 REWARDK,,,CRED,235,0.001,,
,HH50723,$235 REWARDL,,,CRED,235,0.001,,
,HH50724,$240 REWARDA,,,CRED,240,0.001,,
,HH50725,$240 REWARDB,,,CRED,240,0.001,,
,HH50726,$240 REWARDC,,,CRED,240,0.001,,
,HH50727,$240 REWARDD,,,CRED,240,0.001,,
,HH50728,$240 REWARDE,,,CRED,240,0.001,,
,HH50729,$240 REWARDF,,,CRED,240,0.001,,
,HH50730,$240 REWARDG,,,CRED,240,0.001,,
,HH50731,$240 REWARDH,,,CRED,240,0.001,,
,HH50732,$240 REWARDI,,,CRED,240,0.001,,
,HH50733,$240 REWARDJ,,,CRED,240,0.001,,
,HH50734,$240 REWARDK,,,CRED,240,0.001,,
,HH50735,$240 REWARDL,,,CRED,240,0.001,,
,HH50736,$245 REWARDA,,,CRED,245,0.001,,
,HH50737,$245 REWARDB,,,CRED,245,0.001,,
,HH50738,$245 REWARDC,,,CRED,245,0.001,,
,HH50739,$245 REWARDD,,,CRED,245,0.001,,
,HH50740,$245 REWARDE,,,CRED,245,0.001,,
,HH50741,$245 REWARDF,,,CRED,245,0.001,,
,HH50742,$245 REWARDG,,,CRED,245,0.001,,
,HH50743,$245 REWARDH,,,CRED,245,0.001,,
,HH50744,$245 REWARDI,,,CRED,245,0.001,,
,HH50745,$245 REWARDJ,,,CRED,245,0.001,,
,HH50746,$245 REWARDK,,,CRED,245,0.001,,
,HH50747,$245 REWARDL,,,CRED,245,0.001,,
,HH50748,$250 REWARDA,,,CRED,250,0.001,,
,HH50749,$250 REWARDB,,,CRED,250,0.001,,
,HH50750,$250 REWARDC,,,CRED,250,0.001,,
,HH50751,$250 REWARDD,,,CRED,250,0.001,,
,HH50752,$250 REWARDE,,,CRED,250,0.001,,
,HH50753,$250 REWARDF,,,CRED,250,0.001,,
,HH50754,$250 REWARDG,,,CRED,250,0.001,,
,HH50755,$250 REWARDH,,,CRED,250,0.001,,
,HH50756,$250 REWARDI,,,CRED,250,0.001,,
,HH50757,$250 REWARDJ,,,CRED,250,0.001,,
,HH50758,$250 REWARDK,,,CRED,250,0.001,,
,HH50759,$250 REWARDL,,,CRED,250,0.001,,
,HH50760,$255 REWARDA,,,CRED,255,0.001,,
,HH50761,$255 REWARDB,,,CRED,255,0.001,,
,HH50762,$255 REWARDC,,,CRED,255,0.001,,
,HH50763,$255 REWARDD,,,CRED,255,0.001,,
,HH50764,$255 REWARDE,,,CRED,255,0.001,,
,HH50765,$255 REWARDF,,,CRED,255,0.001,,
,HH50766,$255 REWARDG,,,CRED,255,0.001,,
,HH50767,$255 REWARDH,,,CRED,255,0.001,,
,HH50768,$255 REWARDI,,,CRED,255,0.001,,
,HH50769,$255 REWARDJ,,,CRED,255,0.001,,
,HH50770,$255 REWARDK,,,CRED,255,0.001,,
,HH50771,$255 REWARDL,,,CRED,255,0.001,,
,HH50772,$260 REWARDA,,,CRED,260,0.001,,
,HH50773,$260 REWARDB,,,CRED,260,0.001,,
,HH50774,$260 REWARDC,,,CRED,260,0.001,,
,HH50775,$260 REWARDD,,,CRED,260,0.001,,
,HH50776,$260 REWARDE,,,CRED,260,0.001,,
,HH50777,$260 REWARDF,,,CRED,260,0.001,,
,HH50778,$260 REWARDG,,,CRED,260,0.001,,
,HH50779,$260 REWARDH,,,CRED,260,0.001,,
,HH50780,$260 REWARDI,,,CRED,260,0.001,,
,HH50781,$260 REWARDJ,,,CRED,260,0.001,,
,HH50782,$260 REWARDK,,,CRED,260,0.001,,
,HH50783,$260 REWARDL,,,CRED,260,0.001,,
,HH50784,$265 REWARDA,,,CRED,265,0.001,,
,HH50785,$265 REWARDB,,,CRED,265,0.001,,
,HH50786,$265 REWARDC,,,CRED,265,0.001,,
,HH50787,$265 REWARDD,,,CRED,265,0.001,,
,HH50788,$265 REWARDE,,,CRED,265,0.001,,
,HH50789,$265 REWARDF,,,CRED,265,0.001,,
,HH50790,$265 REWARDG,,,CRED,265,0.001,,
,HH50791,$265 REWARDH,,,CRED,265,0.001,,
,HH50792,$265 REWARDI,,,CRED,265,0.001,,
,HH50793,$265 REWARDJ,,,CRED,265,0.001,,
,HH50794,$265 REWARDK,,,CRED,265,0.001,,
,HH50795,$265 REWARDL,,,CRED,265,0.001,,
,HH50796,$270 REWARDA,,,CRED,270,0.001,,
,HH50797,$270 REWARDB,,,CRED,270,0.001,,
,HH50798,$270 REWARDC,,,CRED,270,0.001,,
,HH50799,$270 REWARDD,,,CRED,270,0.001,,
,HH50800,$270 REWARDE,,,CRED,270,0.001,,
,HH50801,$270 REWARDF,,,CRED,270,0.001,,
,HH50802,$270 REWARDG,,,CRED,270,0.001,,
,HH50803,$270 REWARDH,,,CRED,270,0.001,,
,HH50804,$270 REWARDI,,,CRED,270,0.001,,
,HH50805,$270 REWARDJ,,,CRED,270,0.001,,
,HH50806,$270 REWARDK,,,CRED,270,0.001,,
,HH50807,$270 REWARDL,,,CRED,270,0.001,,
,HH50808,$275 REWARDA,,,CRED,275,0.001,,
,HH50809,$275 REWARDB,,,CRED,275,0.001,,
,HH50810,$275 REWARDC,,,CRED,275,0.001,,
,HH50811,$275 REWARDD,,,CRED,275,0.001,,
,HH50812,$275 REWARDE,,,CRED,275,0.001,,
,HH50813,$275 REWARDF,,,CRED,275,0.001,,
,HH50814,$275 REWARDG,,,CRED,275,0.001,,
,HH50815,$275 REWARDH,,,CRED,275,0.001,,
,HH50816,$275 REWARDI,,,CRED,275,0.001,,
,HH50817,$275 REWARDJ,,,CRED,275,0.001,,
,HH50818,$275 REWARDK,,,CRED,275,0.001,,
,HH50819,$275 REWARDL,,,CRED,275,0.001,,
,HH50820,$280 REWARDA,,,CRED,280,0.001,,
,HH50821,$280 REWARDB,,,CRED,280,0.001,,
,HH50822,$280 REWARDC,,,CRED,280,0.001,,
,HH50823,$280 REWARDD,,,CRED,280,0.001,,
,HH50824,$280 REWARDE,,,CRED,280,0.001,,
,HH50825,$280 REWARDF,,,CRED,280,0.001,,
,HH50826,$280 REWARDG,,,CRED,280,0.001,,
,HH50827,$280 REWARDH,,,CRED,280,0.001,,
,HH50828,$280 REWARDI,,,CRED,280,0.001,,
,HH50829,$280 REWARDJ,,,CRED,280,0.001,,
,HH50830,$280 REWARDK,,,CRED,280,0.001,,
,HH50831,$280 REWARDL,,,CRED,280,0.001,,
,HH50832,$285 REWARDA,,,CRED,285,0.001,,
,HH50833,$285 REWARDB,,,CRED,285,0.001,,
,HH50834,$285 REWARDC,,,CRED,285,0.001,,
,HH50835,$285 REWARDD,,,CRED,285,0.001,,
,HH50836,$285 REWARDE,,,CRED,285,0.001,,
,HH50837,$285 REWARDF,,,CRED,285,0.001,,
,HH50838,$285 REWARDG,,,CRED,285,0.001,,
,HH50839,$285 REWARDH,,,CRED,285,0.001,,
,HH50840,$285 REWARDI,,,CRED,285,0.001,,
,HH50841,$285 REWARDJ,,,CRED,285,0.001,,
,HH50842,$285 REWARDK,,,CRED,285,0.001,,
,HH50843,$285 REWARDL,,,CRED,285,0.001,,
,HH50844,$290 REWARDA,,,CRED,290,0.001,,
,HH50845,$290 REWARDB,,,CRED,290,0.001,,
,HH50846,$290 REWARDC,,,CRED,290,0.001,,
,HH50847,$290 REWARDD,,,CRED,290,0.001,,
,HH50848,$290 REWARDE,,,CRED,290,0.001,,
,HH50849,$290 REWARDF,,,CRED,290,0.001,,
,HH50850,$290 REWARDG,,,CRED,290,0.001,,
,HH50851,$290 REWARDH,,,CRED,290,0.001,,
,HH50852,$290 REWARDI,,,CRED,290,0.001,,
,HH50853,$290 REWARDJ,,,CRED,290,0.001,,
,HH50854,$290 REWARDK,,,CRED,290,0.001,,
,HH50855,$290 REWARDL,,,CRED,290,0.001,,
,HH50856,$295 REWARDA,,,CRED,295,0.001,,
,HH50857,$295 REWARDB,,,CRED,295,0.001,,
,HH50858,$295 REWARDC,,,CRED,295,0.001,,
,HH50859,$295 REWARDD,,,CRED,295,0.001,,
,HH50860,$295 REWARDE,,,CRED,295,0.001,,
,HH50861,$295 REWARDF,,,CRED,295,0.001,,
,HH50862,$295 REWARDG,,,CRED,295,0.001,,
,HH50863,$295 REWARDH,,,CRED,295,0.001,,
,HH50864,$295 REWARDI,,,CRED,295,0.001,,
,HH50865,$295 REWARDJ,,,CRED,295,0.001,,
,HH50866,$295 REWARDK,,,CRED,295,0.001,,
,HH50867,$295 REWARDL,,,CRED,295,0.001,,
,HH50868,$300 REWARDA,,,CRED,300,0.001,,
,HH50869,$300 REWARDB,,,CRED,300,0.001,,
,HH50870,$300 REWARDC,,,CRED,300,0.001,,
,HH50871,$300 REWARDD,,,CRED,300,0.001,,
,HH50872,$300 REWARDE,,,CRED,300,0.001,,
,HH50873,$300 REWARDF,,,CRED,300,0.001,,
,HH50874,$300 REWARDG,,,CRED,300,0.001,,
,HH50875,$300 REWARDH,,,CRED,300,0.001,,
,HH50876,$300 REWARDI,,,CRED,300,0.001,,
,HH50877,$300 REWARDJ,,,CRED,300,0.001,,
,HH50878,$300 REWARDK,,,CRED,300,0.001,,
,HH50879,$300 REWARDL,,,CRED,300,0.001,,
,HH50880,$305 REWARDA,,,CRED,305,0.001,,
,HH50881,$305 REWARDB,,,CRED,305,0.001,,
,HH50882,$305 REWARDC,,,CRED,305,0.001,,
,HH50883,$305 REWARDD,,,CRED,305,0.001,,
,HH50884,$305 REWARDE,,,CRED,305,0.001,,
,HH50885,$305 REWARDF,,,CRED,305,0.001,,
,HH50886,$305 REWARDG,,,CRED,305,0.001,,
,HH50887,$305 REWARDH,,,CRED,305,0.001,,
,HH50888,$305 REWARDI,,,CRED,305,0.001,,
,HH50889,$305 REWARDJ,,,CRED,305,0.001,,
,HH50890,$305 REWARDK,,,CRED,305,0.001,,
,HH50891,$305 REWARDL,,,CRED,305,0.001,,
,HH50892,$310 REWARDA,,,CRED,310,0.001,,
,HH50893,$310 REWARDB,,,CRED,310,0.001,,
,HH50894,$310 REWARDC,,,CRED,310,0.001,,
,HH50895,$310 REWARDD,,,CRED,310,0.001,,
,HH50896,$310 REWARDE,,,CRED,310,0.001,,
,HH50897,$310 REWARDF,,,CRED,310,0.001,,
,HH50898,$310 REWARDG,,,CRED,310,0.001,,
,HH50899,$310 REWARDH,,,CRED,310,0.001,,
,HH50900,$310 REWARDI,,,CRED,310,0.001,,
,HH50901,$310 REWARDJ,,,CRED,310,0.001,,
,HH50902,$310 REWARDK,,,CRED,310,0.001,,
,HH50903,$310 REWARDL,,,CRED,310,0.001,,
,HH50904,$315 REWARDA,,,CRED,315,0.001,,
,HH50905,$315 REWARDB,,,CRED,315,0.001,,
,HH50906,$315 REWARDC,,,CRED,315,0.001,,
,HH50907,$315 REWARDD,,,CRED,315,0.001,,
,HH50908,$315 REWARDE,,,CRED,315,0.001,,
,HH50909,$315 REWARDF,,,CRED,315,0.001,,
,HH50910,$315 REWARDG,,,CRED,315,0.001,,
,HH50911,$315 REWARDH,,,CRED,315,0.001,,
,HH50912,$315 REWARDI,,,CRED,315,0.001,,
,HH50913,$315 REWARDJ,,,CRED,315,0.001,,
,HH50914,$315 REWARDK,,,CRED,315,0.001,,
,HH50915,$315 REWARDL,,,CRED,315,0.001,,
,HH50916,$320 REWARDA,,,CRED,320,0.001,,
,HH50917,$320 REWARDB,,,CRED,320,0.001,,
,HH50918,$320 REWARDC,,,CRED,320,0.001,,
,HH50919,$320 REWARDD,,,CRED,320,0.001,,
,HH50920,$320 REWARDE,,,CRED,320,0.001,,
,HH50921,$320 REWARDF,,,CRED,320,0.001,,
,HH50922,$320 REWARDG,,,CRED,320,0.001,,
,HH50923,$320 REWARDH,,,CRED,320,0.001,,
,HH50924,$320 REWARDI,,,CRED,320,0.001,,
,HH50925,$320 REWARDJ,,,CRED,320,0.001,,
,HH50926,$320 REWARDK,,,CRED,320,0.001,,
,HH50927,$320 REWARDL,,,CRED,320,0.001,,
,HH50928,$325 REWARDA,,,CRED,325,0.001,,
,HH50929,$325 REWARDB,,,CRED,325,0.001,,
,HH50930,$325 REWARDC,,,CRED,325,0.001,,
,HH50931,$325 REWARDD,,,CRED,325,0.001,,
,HH50932,$325 REWARDE,,,CRED,325,0.001,,
,HH50933,$325 REWARDF,,,CRED,325,0.001,,
,HH50934,$325 REWARDG,,,CRED,325,0.001,,
,HH50935,$325 REWARDH,,,CRED,325,0.001,,
,HH50936,$325 REWARDI,,,CRED,325,0.001,,
,HH50937,$325 REWARDJ,,,CRED,325,0.001,,
,HH50938,$325 REWARDK,,,CRED,325,0.001,,
,HH50939,$325 REWARDL,,,CRED,325,0.001,,
,HH50940,$330 REWARDA,,,CRED,330,0.001,,
,HH50941,$330 REWARDB,,,CRED,330,0.001,,
,HH50942,$330 REWARDC,,,CRED,330,0.001,,
,HH50943,$330 REWARDD,,,CRED,330,0.001,,
,HH50944,$330 REWARDE,,,CRED,330,0.001,,
,HH50945,$330 REWARDF,,,CRED,330,0.001,,
,HH50946,$330 REWARDG,,,CRED,330,0.001,,
,HH50947,$330 REWARDH,,,CRED,330,0.001,,
,HH50948,$330 REWARDI,,,CRED,330,0.001,,
,HH50949,$330 REWARDJ,,,CRED,330,0.001,,
,HH50950,$330 REWARDK,,,CRED,330,0.001,,
,HH50951,$330 REWARDL,,,CRED,330,0.001,,
,HH50952,$335 REWARDA,,,CRED,335,0.001,,
,HH50953,$335 REWARDB,,,CRED,335,0.001,,
,HH50954,$335 REWARDC,,,CRED,335,0.001,,
,HH50955,$335 REWARDD,,,CRED,335,0.001,,
,HH50956,$335 REWARDE,,,CRED,335,0.001,,
,HH50957,$335 REWARDF,,,CRED,335,0.001,,
,HH50958,$335 REWARDG,,,CRED,335,0.001,,
,HH50959,$335 REWARDH,,,CRED,335,0.001,,
,HH50960,$335 REWARDI,,,CRED,335,0.001,,
,HH50961,$335 REWARDJ,,,CRED,335,0.001,,
,HH50962,$335 REWARDK,,,CRED,335,0.001,,
,HH50963,$335 REWARDL,,,CRED,335,0.001,,
,HH50964,$340 REWARDA,,,CRED,340,0.001,,
,HH50965,$340 REWARDB,,,CRED,340,0.001,,
,HH50966,$340 REWARDC,,,CRED,340,0.001,,
,HH50967,$340 REWARDD,,,CRED,340,0.001,,
,HH50968,$340 REWARDE,,,CRED,340,0.001,,
,HH50969,$340 REWARDF,,,CRED,340,0.001,,
,HH50970,$340 REWARDG,,,CRED,340,0.001,,
,HH50971,$340 REWARDH,,,CRED,340,0.001,,
,HH50972,$340 REWARDI,,,CRED,340,0.001,,
,HH50973,$340 REWARDJ,,,CRED,340,0.001,,
,HH50974,$340 REWARDK,,,CRED,340,0.001,,
,HH50975,$340 REWARDL,,,CRED,340,0.001,,
,HH50976,$345 REWARDA,,,CRED,345,0.001,,
,HH50977,$345 REWARDB,,,CRED,345,0.001,,
,HH50978,$345 REWARDC,,,CRED,345,0.001,,
,HH50979,$345 REWARDD,,,CRED,345,0.001,,
,HH50980,$345 REWARDE,,,CRED,345,0.001,,
,HH50981,$345 REWARDF,,,CRED,345,0.001,,
,HH50982,$345 REWARDG,,,CRED,345,0.001,,
,HH50983,$345 REWARDH,,,CRED,345,0.001,,
,HH50984,$345 REWARDI,,,CRED,345,0.001,,
,HH50985,$345 REWARDJ,,,CRED,345,0.001,,
,HH50986,$345 REWARDK,,,CRED,345,0.001,,
,HH50987,$345 REWARDL,,,CRED,345,0.001,,
,HH50988,$350 REWARDA,,,CRED,350,0.001,,
,HH50989,$350 REWARDB,,,CRED,350,0.001,,
,HH50990,$350 REWARDC,,,CRED,350,0.001,,
,HH50991,$350 REWARDD,,,CRED,350,0.001,,
,HH50992,$350 REWARDE,,,CRED,350,0.001,,
,HH50993,$350 REWARDF,,,CRED,350,0.001,,
,HH50994,$350 REWARDG,,,CRED,350,0.001,,
,HH50995,$350 REWARDH,,,CRED,350,0.001,,
,HH50996,$350 REWARDI,,,CRED,350,0.001,,
,HH50997,$350 REWARDJ,,,CRED,350,0.001,,
,HH50998,$350 REWARDK,,,CRED,350,0.001,,
,HH50999,$350 REWARDL,,,CRED,350,0.001,,
,HH51000,$355 REWARDA,,,CRED,355,0.001,,
,HH51001,$355 REWARDB,,,CRED,355,0.001,,
,HH51002,$355 REWARDC,,,CRED,355,0.001,,
,HH51003,$355 REWARDD,,,CRED,355,0.001,,
,HH51004,$355 REWARDE,,,CRED,355,0.001,,
,HH51005,$355 REWARDF,,,CRED,355,0.001,,
,HH51006,$355 REWARDG,,,CRED,355,0.001,,
,HH51007,$355 REWARDH,,,CRED,355,0.001,,
,HH51008,$355 REWARDI,,,CRED,355,0.001,,
,HH51009,$355 REWARDJ,,,CRED,355,0.001,,
,HH51010,$355 REWARDK,,,CRED,355,0.001,,
,HH51011,$355 REWARDL,,,CRED,355,0.001,,
,HH51012,$360 REWARDA,,,CRED,360,0.001,,
,HH51013,$360 REWARDB,,,CRED,360,0.001,,
,HH51014,$360 REWARDC,,,CRED,360,0.001,,
,HH51015,$360 REWARDD,,,CRED,360,0.001,,
,HH51016,$360 REWARDE,,,CRED,360,0.001,,
,HH51017,$360 REWARDF,,,CRED,360,0.001,,
,HH51018,$360 REWARDG,,,CRED,360,0.001,,
,HH51019,$360 REWARDH,,,CRED,360,0.001,,
,HH51020,$360 REWARDI,,,CRED,360,0.001,,
,HH51021,$360 REWARDJ,,,CRED,360,0.001,,
,HH51022,$360 REWARDK,,,CRED,360,0.001,,
,HH51023,$360 REWARDL,,,CRED,360,0.001,,
,HH51024,$365 REWARDA,,,CRED,365,0.001,,
,HH51025,$365 REWARDB,,,CRED,365,0.001,,
,HH51026,$365 REWARDC,,,CRED,365,0.001,,
,HH51027,$365 REWARDD,,,CRED,365,0.001,,
,HH51028,$365 REWARDE,,,CRED,365,0.001,,
,HH51029,$365 REWARDF,,,CRED,365,0.001,,
,HH51030,$365 REWARDG,,,CRED,365,0.001,,
,HH51031,$365 REWARDH,,,CRED,365,0.001,,
,HH51032,$365 REWARDI,,,CRED,365,0.001,,
,HH51033,$365 REWARDJ,,,CRED,365,0.001,,
